label,message,message_length,word_count,cleaned_message,processed_message
0,"Excellent, I'll see what riley's plans are",42,7,excellent ill see what rileys plans are,excel ill see riley plan
0,I will see in half an hour,26,7,i will see in half an hour,see half hour
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",110,18,youve won tkts to the euro cup final or cash to collect call b pobox ppm,youv tkt euro cup final cash collect call b pobox ppm
0,Ew are you one of them?,23,6,ew are you one of them,ew one
0,Also hi wesley how've you been,30,6,also hi wesley howve you been,also hi wesley howv
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,108,25,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah see lingo let know wot earth finish make
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162,28,loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free or text back help,loan purpos homeown tenant welcom previous refus still help call free text back help
1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,110,14,updatenow mths half price orange line rental minscall mobileupd on or calloptoutjq,updatenow mth half price orang line rental minscal mobileupd calloptoutjq
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,19,imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon,imagin life without see fast u search medont worri lm alway disturb u goodnoon
0,"Hm good morning, headache anyone? :-)",37,6,hm good morning headache anyone,hm good morn headach anyon
0,Yeah no probs - last night is obviously catching up with you... Speak soon ,75,14,yeah no probs last night is obviously catching up with you speak soon,yeah prob last night obvious catch speak soon
1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,152,30,free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgdp per day txt stop exit this msg is free,free unlimit hardcor porn direct mobil txt porn get free access hr chrgdp per day txt stop exit msg free
0,I might go 2 sch. Yar at e salon now v boring.,46,12,i might go sch yar at e salon now v boring,might go sch yar e salon v bore
0, &lt;#&gt;  mins but i had to stop somewhere first.,51,9,ltgt mins but i had to stop somewhere first,ltgt min stop somewher first
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",461,66,ltgt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj,ltgt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendshipmotherfatherteacherschildren day amp happi birthday u happi ganesh festiv happi dasara happi diwali happi christma ltgt good morn afternoon even night rememberi first wish u theseyour raj
0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,127,21,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet
0,I didn't get the second half of that message,44,9,i didnt get the second half of that message,didnt get second half messag
0,Wat time do u wan 2 meet me later?,34,9,wat time do u wan meet me later,wat time u wan meet later
0,I thank you so much for all you do with selflessness. I love you plenty.,72,15,i thank you so much for all you do with selflessness i love you plenty,thank much selfless love plenti
0,Am in film ill call you later.,30,7,am in film ill call you later,film ill call later
0,How dare you change my ring,27,6,how dare you change my ring,dare chang ring
0,You are a very very very very bad girl. Or lady.,48,11,you are a very very very very bad girl or lady,bad girl ladi
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,90,20,i love ya too but try and budget your money better babe gary would freak on me if he knew,love ya tri budget money better babe gari would freak knew
0,"What part of ""don't initiate"" don't you understand",50,8,what part of dont initiate dont you understand,part dont initi dont understand
0,I finished my lunch already. U wake up already?,47,9,i finished my lunch already u wake up already,finish lunch alreadi u wake alreadi
0,You still at the game?,22,5,you still at the game,still game
0,You have got tallent but you are wasting.,41,8,you have got tallent but you are wasting,got tallent wast
0,What is your record for one night? :),37,8,what is your record for one night,record one night
0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",173,33,also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend,also sir sent email log usc payment portal ill send anoth messag explain thing back home great weekend
0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,95,16,gonna let me know cos comes bak from holiday that day is coming dontgettext me number,gonna let know co come bak holiday day come dontgettext number
0,Jokin only lar... :-) depends on which phone my father can get lor...,69,13,jokin only lar depends on which phone my father can get lor,jokin lar depend phone father get lor
0,"Aight, lemme know what's up",27,5,aight lemme know whats up,aight lemm know what
0,Get ready for  &lt;#&gt;  inches of pleasure...,47,7,get ready for ltgt inches of pleasure,get readi ltgt inch pleasur
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,17,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,rajipl favour pl convey birthday wish nimya pl today birthday
0,;-) ok. I feel like john lennon.,32,7,ok i feel like john lennon,ok feel like john lennon
0,Cos darren say ü considering mah so i ask ü...,46,10,cos darren say considering mah so i ask,co darren say consid mah ask
0,You are not bothering me but you have to trust my answers. Pls.,63,13,you are not bothering me but you have to trust my answers pls,bother trust answer pl
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73,14,wishing you and your family merry x mas and happy new year in advance,wish famili merri x ma happi new year advanc
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,295,56,one day a crab was running on the sea shorethe waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day crab run sea shoreth wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt
0,Aight what time you want me to come up?,39,9,aight what time you want me to come up,aight time want come
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,120,28,slaaaaave where are you must i summon you to me all the time now dont you wish to come to me on your own anymore,slaaaaav must summon time dont wish come anymor
0,Your bill at 3 is £33.65 so thats not bad!,42,10,your bill at is so thats not bad,bill that bad
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,169,36,let me know how it changes in the next hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in hrs,let know chang next hr even appendix age rang howev imposs chill let know hr
0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",101,23,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,hello yeah ive got bath need hair ill come im done yeah
0,So how's the weather over there?,32,6,so hows the weather over there,how weather
0,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",150,30,ok not much to do here though hm friday cant wait dunno wot the hell im gonna do for another weeks become a slob oh wait already done that,ok much though hm friday cant wait dunno wot hell im gonna anoth week becom slob oh wait alreadi done
0,Die... Now i have e toot fringe again...,40,8,die now i have e toot fringe again,die e toot fring
0,Lol they don't know about my awesome phone. I could click delete right now if I want.,85,17,lol they dont know about my awesome phone i could click delete right now if i want,lol dont know awesom phone could click delet right want
0,Ok,2,1,ok,ok
0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",131,26,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit
0,Please leave this topic..sorry for telling that..,49,7,please leave this topicsorry for telling that,pleas leav topicsorri tell
0,Pls send me the correct name da.,32,7,pls send me the correct name da,pl send correct name da
0,What happened to our yo date?,29,6,what happened to our yo date,happen yo date
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,152,31,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkentp,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkentp
0,Webpage s not available!,24,4,webpage s not available,webpag avail
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,74,15,just woke up yeesh its late but i didnt fall asleep til ltgt am,woke yeesh late didnt fall asleep til ltgt
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,141,22,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to no subscriptions,unsubscrib servic get ton sexi babe hunk straight phone go subscript
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",242,45,dear all as we know ltgt th is the ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear know ltgt th ltgt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
0,K..k...from tomorrow onwards started ah?,40,5,kkfrom tomorrow onwards started ah,kkfrom tomorrow onward start ah
0,What u talking bout early morning? It's almost noon where your at!,66,12,what u talking bout early morning its almost noon where your at,u talk bout earli morn almost noon
0,Fine. Do you remember me.,25,5,fine do you remember me,fine rememb
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",147,28,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost p,hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsmscom text stop stopcost p
0,Ok. How many should i buy.,26,6,ok how many should i buy,ok mani buy
0,"Sounds good, keep me posted",27,5,sounds good keep me posted,sound good keep post
1,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,121,25,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to,get brand new mobil phone agent mob plu load goodi info text mat
0,Ok. So april. Cant wait,23,5,ok so april cant wait,ok april cant wait
0,Boy you best get yo ass out here quick,38,9,boy you best get yo ass out here quick,boy best get yo ass quick
0,Ay wana meet on sat?ü wkg on sat?,33,8,ay wana meet on sat wkg on sat,ay wana meet sat wkg sat
0,I'm now but have to wait till 2 for the bus to pick me.,55,14,im now but have to wait till for the bus to pick me,im wait till bu pick
0,Apart from the one i told you about yesterday?,46,9,apart from the one i told you about yesterday,apart one told yesterday
0,Ok lor... But buy wat?,22,5,ok lor but buy wat,ok lor buy wat
0,Somebody should go to andros and steal ice,42,8,somebody should go to andros and steal ice,somebodi go andro steal ice
0,Don know. I did't msg him recently.,35,7,don know i didt msg him recently,know didt msg recent
0,Take us out shopping and Mark will distract Isaiah.=D,53,9,take us out shopping and mark will distract isaiahd,take us shop mark distract isaiahd
0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",112,23,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope great day hope text meet well full life great day abiola
0,There is no sense in my foot and penis.,39,9,there is no sense in my foot and penis,sens foot peni
0,Okay but i thought you were the expert,38,8,okay but i thought you were the expert,okay thought expert
0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,129,29,deep sigh i miss you i am really surprised you havent gone to the net cafe yet to get to me dont you miss me,deep sigh miss realli surpris havent gone net cafe yet get dont miss
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.,67,11,ssi thinl role is like sachinjust standing others have to hit,ssi thinl role like sachinjust stand other hit
0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,147,29,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,great trip india bring light everyon project everyon lucki see smile bye abiola
0,"And very importantly, all we discuss is between u and i only.",61,12,and very importantly all we discuss is between u and i only,importantli discuss u
0,K..k:)how about your training process?,38,5,kkhow about your training process,kkhow train process
0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,82,22,ok lor i ned go toa payoh a while return smth u wan send me there or wat,ok lor ned go toa payoh return smth u wan send wat
0,In da car park ,15,4,in da car park,da car park
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,153,34,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,wish hold tightli make see import much mean much need life
0,So i asked how's anthony. Dad. And your bf,42,9,so i asked hows anthony dad and your bf,ask how anthoni dad bf
0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",155,27,wnevr i wana fal in luv vth my books my bed fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb
0,What Today-sunday..sunday is holiday..so no work..,50,6,what todaysundaysunday is holidayso no work,todaysundaysunday holidayso work
0,Am going to take bath ill place the key in window:-),52,11,am going to take bath ill place the key in window,go take bath ill place key window
1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,140,27,lord of the ringsreturn of the king in store nowreply lotr by june chance win lotr soundtrack cds stdtxtrate reply stop to end txts,lord ringsreturn king store nowrepli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt
0,"Dear, take care. I am just reaching home.love u a lot.",54,11,dear take care i am just reaching homelove u a lot,dear take care reach homelov u lot
0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,49,1,staffsciencenusedusgphyhcmkteachingpc,staffsciencenusedusgphyhcmkteachingpc
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,67,12,have you emigrated or something ok maybe was a bit hopeful,emigr someth ok mayb bit hope
0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,139,27,olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement hopefully they dont ignore that,olol print forum post guy exact prob fix gpu replac hope dont ignor
0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,110,19,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt,walk mom right stagwood pass right winterston left victor hill address ltgt
0,"Yo, you at jp and hungry like a mofo?",37,9,yo you at jp and hungry like a mofo,yo jp hungri like mofo
0,This is all just creepy and crazy to me.,40,9,this is all just creepy and crazy to me,creepi crazi
0,Ok... I din get ur msg...,25,6,ok i din get ur msg,ok din get ur msg
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,113,20,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
0,Pathaya enketa maraikara pa',28,4,pathaya enketa maraikara pa,pathaya enketa maraikara pa
0,Even if he my friend he is a priest call him now,48,12,even if he my friend he is a priest call him now,even friend priest call
0,"U so lousy, run already come back then half dead... Hee...",58,11,u so lousy run already come back then half dead hee,u lousi run alreadi come back half dead hee
0,That's y i said it's bad dat all e gals know u... Wat u doing now?,66,16,thats y i said its bad dat all e gals know u wat u doing now,that said bad dat e gal know u wat u
0,Or remind me in a few hrs.,26,7,or remind me in a few hrs,remind hr
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",297,64,i had been hoping i would not have to send you this message my rent is due and i dont have enough for it my reserves are completely gone its a loan i need and was hoping you could her the balance is ltgt is there a way i could get that from you till mid march when i hope to pay back,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc ltgt way could get till mid march hope pay back
0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,148,30,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank
0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,149,33,hello hun how ru its here by the way im good been on dates with that guy i met in walkabout so far we have to meet up soon hows everyone else,hello hun ru way im good date guy met walkabout far meet soon how everyon els
0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,154,31,lol i was gonna last month i cashed some in but i left ltgt just in case i was collecting more during the week cause they announced it on the blog,lol gonna last month cash left ltgt case collect week caus announc blog
1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,112,19,good luck draw takes place th feb good luck for removal send stop to customer services,good luck draw take place th feb good luck remov send stop custom servic
0,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",78,18,short but cute be a good person but dont try to prove gud mrng,short cute good person dont tri prove gud mrng
0,Just haven't decided where yet eh ?,35,7,just havent decided where yet eh,havent decid yet eh
0,"Wat time liao, where still got.",31,6,wat time liao where still got,wat time liao still got
0,Yes watching footie but worried we're going to blow it - Phil Neville?,70,13,yes watching footie but worried were going to blow it phil neville,ye watch footi worri go blow phil nevil
0,I wait 4 ü inside da car park...,32,8,i wait inside da car park,wait insid da car park
0,Uncle Abbey! Happy New Year. Abiola,35,6,uncle abbey happy new year abiola,uncl abbey happi new year abiola
0,Now am free call me pa.,23,6,now am free call me pa,free call pa
0,R u saying i should re order the slippers cos i had to pay for returning it.,76,17,r u saying i should re order the slippers cos i had to pay for returning it,r u say order slipper co pay return
0,Stop knowing me so well!,24,5,stop knowing me so well,stop know well
0,Good evening! this is roger. How are you?,41,8,good evening this is roger how are you,good even roger
0,Small problem in auction:)punj now asking tiwary,48,7,small problem in auctionpunj now asking tiwary,small problem auctionpunj ask tiwari
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143,30,free entry in a weekly comp for a chance to win an ipod txt pod to to get entry std txt rate tcs apply for details,free entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail
0,He telling not to tell any one. If so treat for me hi hi hi,59,15,he telling not to tell any one if so treat for me hi hi hi,tell tell one treat hi hi hi
0,My uncles in Atlanta. Wish you guys a great semester.,53,10,my uncles in atlanta wish you guys a great semester,uncl atlanta wish guy great semest
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,139,29,st wk free gr tones str u each wk txt nokia on to for classic nokia tones or hit on to for polys nokiap polyp,st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokiap polyp
0,U coming 2 pick me?,19,5,u coming pick me,u come pick
0,Thats cool. i liked your photos. You are very sexy!,51,10,thats cool i liked your photos you are very sexy,that cool like photo sexi
0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,122,25,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs to b sacked,would u fuckin believ didnt know thur pre book cancel need b sack
0,"Haha better late than ever, any way I could swing by?",53,11,haha better late than ever any way i could swing by,haha better late ever way could swing
0,Ok. But i finish at 6.,22,6,ok but i finish at,ok finish
1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",156,29,lookatme thanks for your purchase of a video clip from lookatme youve been charged p think you can do better why not send a video in a mmsto,lookatm thank purchas video clip lookatm youv charg p think better send video mmsto
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,32,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in,ive bar b q store lifethi twat orang dungere came ask want deck got first punch
0,So no messages. Had food?,25,5,so no messages had food,messag food
0,Ok going to sleep. Hope i can meet her.,39,9,ok going to sleep hope i can meet her,ok go sleep hope meet
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,26,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104,22,can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks,let know detail fri u find co im tom fri mention chines thank
0,You're right I have now that I think about it,45,10,youre right i have now that i think about it,your right think
0,Wat r u doing now?,18,5,wat r u doing now,wat r u
0,Is ur lecture over?,19,4,is ur lecture over,ur lectur
1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,144,33,sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs p inc vat cancel text stop,sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop
0,Customer place i will call you,30,6,customer place i will call you,custom place call
0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,91,17,not planned yet going to join company on jan onlydon know what will happen after that,plan yet go join compani jan onlydon know happen
0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),156,28,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl i love u kano,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano
0,"Haha I heard that, text me when you're around",45,9,haha i heard that text me when youre around,haha heard text your around
0,I.ll get there tomorrow and send it to you,42,9,ill get there tomorrow and send it to you,ill get tomorrow send
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",116,19,shit babe thasa bit messed upyeh she shudvetold u did urgran knowneway illspeak umoro wen im not asleep,shit babe thasa bit mess upyeh shudvetold u urgran knowneway illspeak umoro wen im asleep
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,113,25,oh thats late well have a good night and i will give u a call tomorrow iam now going to go to sleep night night,oh that late well good night give u call tomorrow iam go go sleep night night
0,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,136,23,cheers u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots of loveme xxxxx,cheer u tex mecaus u werebor yeah okden hunni r uin wk satsound likeyour havin grfun j keep updat countinlot lovem xxxxx
0,"Sorry,  in meeting I'll call you later",38,7,sorry in meeting ill call you later,sorri meet ill call later
0,Yo! Howz u? girls never rang after india. L,43,9,yo howz u girls never rang after india l,yo howz u girl never rang india l
0,Yeah but which is worse for i,29,7,yeah but which is worse for i,yeah wors
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,145,23,hard live chat just pmin choose your girl and connect live call now cheap chat uks biggest live service vu bcmwcnxx,hard live chat pmin choos girl connect live call cheap chat uk biggest live servic vu bcmwcnxx
0,I tagged MY friends that you seemed to count as YOUR friends.,61,12,i tagged my friends that you seemed to count as your friends,tag friend seem count friend
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,160,33,not heard from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam xxx,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
0,Ok...,5,1,ok,ok
0,Long time. You remember me today.,33,6,long time you remember me today,long time rememb today
0,Havent shopping now lor i juz arrive only,41,8,havent shopping now lor i juz arrive only,havent shop lor juz arriv
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,60,12,thank u it better work out cause i will feel used otherwise,thank u better work caus feel use otherwis
0,Are you up for the challenge? I know i am :),44,11,are you up for the challenge i know i am,challeng know
0,How much did ur hdd casing cost.,32,7,how much did ur hdd casing cost,much ur hdd case cost
0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,87,16,mystery solved just opened my email and hes sent me another batch isnt he a sweetie,mysteri solv open email he sent anoth batch isnt sweeti
0,I can't describe how lucky you are that I'm actually awake by noon,66,13,i cant describe how lucky you are that im actually awake by noon,cant describ lucki im actual awak noon
1,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,151,28,this is the nd time we have tried to contact u u have won the prize to claim just call b tcsstop sms ppm,nd time tri contact u u prize claim call b tcsstop sm ppm
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",148,30,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault im basic good
0,Cheers for the card ... Is it that time of year already?,56,12,cheers for the card is it that time of year already,cheer card time year alreadi
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,19,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k,hot live fantasi call p per min ntt ltd po box croydon cr wb k
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,26,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl
0,Ugh hopefully the asus ppl dont randomly do a reformat.,55,10,ugh hopefully the asus ppl dont randomly do a reformat,ugh hope asu ppl dont randomli reformat
0,"Haven't seen my facebook, huh? Lol!",35,6,havent seen my facebook huh lol,havent seen facebook huh lol
0,"Mah b, I'll pick it up tomorrow",31,7,mah b ill pick it up tomorrow,mah b ill pick tomorrow
0,Still otside le..u come 2morrow maga..,38,6,still otside leu come morrow maga,still otsid leu come morrow maga
0,Do u still have plumbers tape and a wrench we could borrow?,59,12,do u still have plumbers tape and a wrench we could borrow,u still plumber tape wrench could borrow
